"Date","Post ID","Network","Post Type","Content Type","Profile","Sent by","Link","Post","Linked Content","Impressions","Organic Impressions","Paid Impressions","Reach","Organic Reach","Paid Reach","Potential Reach","Engagement Rate (per Impression)","Engagements","Reactions","Likes","Dislikes","Love Reactions","Haha Reactions","Wow Reactions","Sad Reactions","Angry Reactions","Comments","Shares","Saves","Post Link Clicks","Other Post Clicks","Post Clicks (All)","Other Engagements","Negative Feedback","Subscribers Gained from Video","Annotation Clicks","Card Clicks","Video Views","Organic Video Views","Paid Video Views","Partial Video Views","Organic Partial Video Views","Paid Partial Video Views","Full Video Views","Organic Full Video Views","Paid Full Video Views","Full Video View Rate","Follow Video Views","For You Video Views","Hashtag Video Views","Business Account Video Views","Sound Video Views","Unspecified Video Views","Estimated Minutes Watched","Story Taps Back","Story Taps Forward","Story Exits","Story Replies","Video Added to Playlists","Subscribers Lost from Video","Video Removed from Playlists","Average Video Time Watched (Seconds)","Tags"
"8/8/2022 8:28 pm","mawuYxIUbfk","YouTube","Post","Video","Data Foundations","Loris Marini","https://www.youtube.com/watch?v=mawuYxIUbfk","When you need MASTER DATA MANAGEMENT - #discoveringdata E010 with Scott Taylor 📚 Storytelling for Data Management #business #data #podcast #shorts",,"","","","","","","","","12","11","7","4","","","","","","0","1","","","0","","","","2","0","0","1,424","","","","","","","","","","","","","","","","366","","","","","0","0","0","","episode-10"
"8/18/2022 10:07 pm","ISAavY5EO-A","YouTube","Post","Video","Data Foundations","Loris Marini","https://www.youtube.com/watch?v=ISAavY5EO-A","Talk about OUTCOMES not outputs… #discoveringdata E039 with Bill Schmarzo 👨‍🎓 The Dean of Big Data #business #data #podcast",,"","","","","","","","","36","34","27","7","","","","","","1","1","","","0","","","","2","0","0","1,356","","","","","","","","","","","","","","","","354","","","","","0","0","0","","episode-39"
"8/11/2022 10:10 pm","KRobpj6-HUU","YouTube","Post","Video","Data Foundations","Loris Marini","https://www.youtube.com/watch?v=KRobpj6-HUU","🙋‍♂️ I am guilty too — Speak the Language of the Business #discoveringdata E039 with 👨‍🎓 Bill Schmarzo - @Schmarzo

#business #data #podcast",,"","","","","","","","","29","26","21","5","","","","","","0","3","","","0","","","","3","0","0","1,283","","","","","","","","","","","","","","","","340","","","","","0","0","0","","episode-39"
"9/5/2022 6:05 pm","ElEHup_pvCI","YouTube","Post","Video","Data Foundations","Loris Marini","https://www.youtube.com/watch?v=ElEHup_pvCI","What are we talking about? #discoveringdata E040 with Jessica Talisman 🎧 Keep learning 👉 https://bit.ly/3KgXW2t #taxonomy #ontology #business #data #podcast",,"","","","","","","","","11","11","5","6","","","","","","0","0","","","0","","","","0","0","0","762","","","","","","","","","","","","","","","","275","","","","","0","0","0","","E040 Jessica Talisman, episode-40"
"8/7/2022 7:30 pm","WaRZIkfxZbg","YouTube","Post","Video","Data Foundations","Loris Marini","https://www.youtube.com/watch?v=WaRZIkfxZbg","CURIOSITY makes you RESILIENT #discoveringdata E034 with Stephanie Barnes 🎨 RADICAL Knowledge Management #business #data #podcast #shorts",,"","","","","","","","","10","8","6","2","","","","","","0","2","","","0","","","","0","0","0","737","","","","","","","","","","","","","","","","174","","","","","0","0","0","","episode-34"
"9/4/2022 5:36 pm","r3l5ZhPv2wM","YouTube","Post","Video","Data Foundations","Loris Marini","https://www.youtube.com/watch?v=r3l5ZhPv2wM","How acronyms create SILOS #discoveringdata E040 with Jessica Talisman 🎧 Listen & Keep Learning 👉 https://bit.ly/3KgXW2t #taxonomy #ontology #business #data #podcast",,"","","","","","","","","16","16","14","2","","","","","","0","0","","","0","","","","1","0","0","643","","","","","","","","","","","","","","","","112","","","","","0","0","0","","E040 Jessica Talisman, episode-40"
"8/15/2022 8:29 pm","AvJ8v7SidlU","YouTube","Post","Video","Data Foundations","Loris Marini","https://www.youtube.com/watch?v=AvJ8v7SidlU","Data is a SOCIAL and CULTURAL challenge #discoveringdata E039 with Bill Schmarzo 👨‍🎓 The Dean of Big Data #business #data #podcast",,"","","","","","","","","20","20","16","4","","","","","","0","0","","","0","","","","0","0","0","627","","","","","","","","","","","","","","","","117","","","","","0","0","0","","episode-39"
"8/19/2022 8:49 pm","17955022882887233","Instagram","Reel","Video","discovering_data","Loris Marini","https://www.instagram.com/reel/ChcDUVys_hW/","Should data be “FIT FOR PURPOSE?” #discoveringdata E039 with Bill Schmarzo @schmarzo #business #data #podcast 👉 https://bit.ly/3vWohNk",,"544","544","","542","542","","","0.92%","5","2","2","","","","","","","1","0","2","","","","","","","","","544","544","","","","","","","","","","","","","","","","","","","","","","","","episode-39"
"7/21/2022 3:52 pm","6955761494881964032","LinkedIn","Post","Video","Discovering Data"," ","https://linkedin.com/feed/update/urn:li:ugcPost:6955761494881964032","How do you build a #datacatalog that scales?

Ole Olesen-Bagneux @olesenbagneux, @OBagneux) literally wrote THE book on this:

""The Enterprise Data Catalog"" - O'Railly Media

#book #buisnessstrategy #datamanagement #dataengineering #discoveringdata #podcast",,"1,719","1,719","","","","","","5.41%","93","28","28","","","","","","","9","1","","55","","55","","","","","","510","510","","","","","","","","","","","","","","","","","","","","","","","","episode 038"
"8/12/2022 9:48 pm","CoPCNuV2-1M","YouTube","Post","Video","Data Foundations","Loris Marini","https://www.youtube.com/watch?v=CoPCNuV2-1M","The TOP lesson for me — Bill Schmarzo: speak the Language of the Business #discoveringdata E039 The Dean of Big Data 👨‍🎓

#business #data #podcast",,"","","","","","","","","7","7","4","3","","","","","","0","0","","","0","","","","1","0","0","398","","","","","","","","","","","","","","","","93","","","","","0","0","0","","episode-39"
"8/12/2022 12:41 am","6963504622363623424","LinkedIn","Post","Video","Discovering Data","Loris Marini","https://linkedin.com/feed/update/urn:li:ugcPost:6963504622363623424","The TOP lesson for me — Bill Schmarzo: speak the Language of the Business #discoveringdata E039 with 👨‍🎓 The Dean of Big Data

#business #data #podcast",,"67","67","","","","","","4.48%","3","0","0","","","","","","","0","1","","2","","2","","","","","","358","358","","","","","","","","","","","","","","","","","","","","","","","","episode-39"
"8/19/2022 10:07 pm","MEzo1aYU3oI","YouTube","Post","Video","Data Foundations","Loris Marini","https://www.youtube.com/watch?v=MEzo1aYU3oI","The OTHER side of DESIGN THINKING #discoveringdata E039 with Bill Schmarzo 👨‍🎓 @schmarzo #business #data #podcast",,"","","","","","","","","4","3","2","1","","","","","","0","1","","","0","","","","0","0","0","345","","","","","","","","","","","","","","","","72","","","","","0","0","0","","episode-39"
"10/13/2022 6:07 am","6986039683516440577","LinkedIn","Post","Video","Discovering Data","Loris Marini","https://linkedin.com/feed/update/urn:li:ugcPost:6986039683516440577","Not taken seriously? Do this! #discoveringdata E045 with Ashleigh Faith 🎧 Listen https://bit.ly/3SQOWnZ #datatherapy #datatranslators #business #data #podcast",,"842","842","","","","","","10.93%","92","19","19","","","","","","","6","0","","67","","67","","","","","","311","311","","","","","","","","","","","","","","","","","","","","","","","","E045 - Ashleigh Faith"
"8/18/2022 6:46 pm","18250689580108870","Instagram","Reel","Video","discovering_data","Loris Marini","https://www.instagram.com/reel/ChZQc2fN5vO/","Talk about OUTCOMES not outputs… #discoveringdata E039 with Bill Schmarzo 👨‍🎓 The Dean of Big Data #business #data #podcast",,"299","299","","291","291","","","1%","3","2","2","","","","","","","1","0","0","","","","","","","","","299","299","","","","","","","","","","","","","","","","","","","","","","","","episode-39"
"8/17/2022 9:06 pm","17972580595730596","Instagram","Reel","Video","discovering_data","Loris Marini","https://www.instagram.com/reel/ChW7rSYMo8O/","The value of HEURISTICS #discoveringdata E039 with Bill Schmarzo 👨‍🎓 The Dean of Big Data #business #data #podcast",,"271","271","","255","255","","","1.11%","3","2","2","","","","","","","1","0","0","","","","","","","","","271","271","","","","","","","","","","","","","","","","","","","","","","","","channels-cross-promotion"
"8/25/2022 9:46 pm","JZpU3Jdk2zA","YouTube","Post","Video","Data Foundations"," ","https://www.youtube.com/watch?v=JZpU3Jdk2zA","WHY THIS EPISODE #discoveringdata E040 with Jessica Talisman 🎧 Taxonomies & Ontologies #business #data #podcast",,"","","","","","","","","1","1","1","0","","","","","","0","0","","","0","","","","1","0","0","256","","","","","","","","","","","","","","","","53","","","","","0","0","0","","E040 Jessica Talisman"
"9/6/2022 5:03 pm","QAFyjMrdr_s","YouTube","Post","Video","Data Foundations","Loris Marini","https://www.youtube.com/watch?v=QAFyjMrdr_s","This is why stemming is bad #discoveringdata E040 with Jessica Talisman 🎧 Keep learning 👉 https://bit.ly/3KgXW2t #taxonomy #ontology #business #data #podcast",,"","","","","","","","","6","6","2","4","","","","","","0","0","","","0","","","","0","0","0","244","","","","","","","","","","","","","","","","54","","","","","0","0","0","","Book Proposal, book, book-experiments"
"8/19/2022 12:18 pm","17868373946722515","Instagram","Reel","Video","discovering_data","Loris Marini","https://www.instagram.com/reel/ChbI1t6MEuY/","The OTHER side of DESIGN THINKING #discoveringdata E039 with Bill Schmarzo 👨‍🎓 @schmarzo #business #data #podcast",,"228","228","","225","225","","","1.32%","3","2","2","","","","","","","1","0","0","","","","","","","","","228","228","","","","","","","","","","","","","","","","","","","","","","","","episode-39"
"8/18/2022 8:36 pm","18002395459471213","Instagram","Reel","Video","discovering_data","Loris Marini","https://www.instagram.com/reel/ChZdCOUs0xi/","It’s time for data GENERALISTS #discoveringdata E039 with Bill Schmarzo 👨‍🎓 @schmarzo  #business #data #podcast",,"227","227","","225","225","","","2.2%","5","3","3","","","","","","","1","1","0","","","","","","","","","227","227","","","","","","","","","","","","","","","","","","","","","","","","episode-39"
"8/25/2022 9:51 pm","7135780014678740226","TikTok","Post","Video","discoveringdata"," ","https://www.tiktok.com/@discoveringdata/video/7135780014678740226?utm_campaign=tt4d_open_api&utm_source=7036369194396418050","WHY THIS EPISODE #discoveringdata E040 with Jessica Talisman 🎧 Taxonomies & Ontologies #business #data #podcast",,"","","","209","","","","","0","0","0","","","","","","","0","0","","","","","","","","","","224","","","","","","","","","0.03","0","222","0","1","0","1","","","","","","","","","6.99","E040 Jessica Talisman"
"8/18/2022 7:07 am","xNqOz5rP8N4","YouTube","Post","Video","Data Foundations","Loris Marini","https://www.youtube.com/watch?v=xNqOz5rP8N4","It’s time for data GENERALISTS #discoveringdata E039 with Bill Schmarzo 👨‍🎓 @schmarzo  #business #data #podcast",,"","","","","","","","","3","3","2","1","","","","","","0","0","","","0","","","","2","0","0","224","","","","","","","","","","","","","","","","43","","","","","0","0","0","","episode-39"
"8/15/2022 6:44 am","17939871857479054","Instagram","Reel","Video","discovering_data","Loris Marini","https://www.instagram.com/reel/ChQPba0M4Fd/","Data is a SOCIAL and CULTURAL challenge #discoveringdata E039 with Bill Schmarzo 👨‍🎓 The Dean of Big Data #business #data #podcast",,"221","221","","219","219","","","0.9%","2","1","1","","","","","","","1","0","0","","","","","","","","","221","221","","","","","","","","","","","","","","","","","","","","","","","","episode-39"
"8/6/2022 8:50 pm","JUxU1c8nWCA","YouTube","Post","Video","Data Foundations","Loris Marini","https://www.youtube.com/watch?v=JUxU1c8nWCA","BE CURIOUS! #discoveringdata E034 with Stephanie Barnes 🎨 RADICAL Knowledge Management #business #data #podcast",,"","","","","","","","","0","0","0","0","","","","","","0","0","","","0","","","","0","0","0","217","","","","","","","","","","","","","","","","47","","","","","0","0","0","","episode-34"
"8/15/2022 5:49 pm","17974372708712472","Instagram","Reel","Video","discovering_data","Loris Marini","https://www.instagram.com/reel/ChRbjJosg1F/","Why This episode? Bill Schmarzo: speak the Language of the Business #discoveringdata E039 with 👨‍🎓 The Dean of Big Data

#business #data #podcast",,"214","214","","212","212","","","1.87%","4","3","3","","","","","","","1","0","0","","","","","","","","","214","214","","","","","","","","","","","","","","","","","","","","","","","","episode-39"
"9/4/2022 6:14 am","8hve4xbdB9I","YouTube","Post","Video","Data Foundations","Loris Marini","https://www.youtube.com/watch?v=8hve4xbdB9I","Next time you go shopping think about this #discoveringdata E040 with Jessica Talisman Listen 👉 https://bit.ly/3KgXW2t  #business #data #podcast #taxonomy #ontology",,"","","","","","","","","4","4","3","1","","","","","","0","0","","","0","","","","0","0","0","211","","","","","","","","","","","","","","","","57","","","","","0","0","0","","E040 Jessica Talisman, episode-40"
"8/9/2022 6:14 pm","WbHwHwR0KZw","YouTube","Post","Video","Data Foundations","Loris Marini","https://www.youtube.com/watch?v=WbHwHwR0KZw","Do your SYSTEMS know what your PEOPLE know? #discoveringdata E010 with Scott Taylor 📚 Author: Telling Your Data Story #business #data #podcast",,"","","","","","","","","2","2","1","1","","","","","","0","0","","","0","","","","0","0","0","202","","","","","","","","","","","","","","","","58","","","","","0","0","0","","episode-10"
"8/10/2022 8:34 pm","_QQe7BNK0sw","YouTube","Post","Video","Data Foundations","Loris Marini","https://www.youtube.com/watch?v=_QQe7BNK0sw","We HUNT for problems #discoveringdata E029 with Brian T. O’Neill 🎙 DATA-UX #business #data #podcast #shorts",,"","","","","","","","","3","3","2","1","","","","","","0","0","","","0","","","","0","0","0","201","","","","","","","","","","","","","","","","49","","","","","0","0","0","","episode-29"
"7/25/2022 4:59 pm","UNRqCLT05BA","YouTube","Post","Video","Data Foundations","Loris Marini","https://www.youtube.com/watch?v=UNRqCLT05BA","The MAP and the TERRITORY #discoveringdata E038 with Ole Olesen-Bagneux 📚 Author The Enterprise Data Catalog #business #data #podcast",,"","","","","","","","","5","5","3","2","","","","","","0","0","","","0","","","","1","0","0","200","","","","","","","","","","","","","","","","43","","","","","0","0","0","","episode 038, personal"
"8/30/2022 8:52 pm","SE1Wp-EO3eM","YouTube","Post","Video","Data Foundations","Loris Marini","https://www.youtube.com/watch?v=SE1Wp-EO3eM","PITCH data management to the business and get FUNDING #discoveringdata E039 with Bill Schmarzo | Listen https://bit.ly/3vWohNk #business #data #podcast @schmarzo",,"","","","","","","","","1","1","0","1","","","","","","0","0","","","0","","","","0","0","0","197","","","","","","","","","","","","","","","","30","","","","","0","0","0","","episode-39"
"8/11/2022 6:50 am","Lr4T8YKpGPs","YouTube","Post","Video","Data Foundations","Loris Marini","https://www.youtube.com/watch?v=Lr4T8YKpGPs","What’s MDM? #discoveringdata E010 with Scott Taylor 📚 Author: Telling Your Data Story #business #data #podcast",,"","","","","","","","","0","0","0","0","","","","","","0","0","","","0","","","","0","0","0","197","","","","","","","","","","","","","","","","36","","","","","0","0","0","","episode-10"
"10/23/2022 7:09 pm","17848099688846206","Instagram","Reel","Video","discovering_data","Loris Marini","https://www.instagram.com/reel/CkDIr1woi-c/","THIS IS HOW WE BUILD
DATA WAREHOUSES #discoveringdata E046 with Chad Sanderson 🎧 Listen https://bit.ly/3eeykaZ #datawarehouse #datastrategy #podcast",,"175","175","","178","178","","","0%","0","0","0","","","","","","","0","0","0","","","","","","","","","175","175","","","","","","","","","","","","","","","","","","","","","","","","E046 Chad Sanderson"
"10/16/2022 8:13 pm","17960389718043966","Instagram","Reel","Video","discovering_data","Loris Marini","https://www.instagram.com/reel/CjxObUMPc0l/","What’s a data therapist and why you need one #discoveringdata E045 with Ashleigh Faith 🎧 Listen https://bit.ly/3SQOWnZ #datatherapy #datatranslators #business #data #podcast",,"174","174","","176","176","","","0%","0","0","0","","","","","","","0","0","0","","","","","","","","","174","174","","","","","","","","","","","","","","","","","","","","","","","","E045 - Ashleigh Faith"
"10/20/2022 9:52 pm","18231796828145544","Instagram","Reel","Video","discovering_data","Loris Marini","https://www.instagram.com/reel/Cj7s74psxsS/","Bad data equals millions of dollars #discoveringdata E046 with Chad Sanderson 🎧 Listen https://bit.ly/3eeykaZ #datawarehouse #datastrategy #podcast",,"171","171","","175","175","","","0%","0","0","0","","","","","","","0","0","0","","","","","","","","","171","171","","","","","","","","","","","","","","","","","","","","","","","","E046 Chad Sanderson"
"8/20/2022 12:47 pm","lB4R37jIZIs","YouTube","Post","Video","Data Foundations","Loris Marini","https://www.youtube.com/watch?v=lB4R37jIZIs","Take the TIME to be HUMAN #discoveringdata E039 with Bill Schmarzo @schmarzo #business #data #podcast 👉 https://bit.ly/3vWohNk",,"","","","","","","","","6","6","6","0","","","","","","0","0","","","0","","","","0","0","0","167","","","","","","","","","","","","","","","","36","","","","","0","0","0","","episode-39"
"9/5/2022 8:52 pm","7139846748482129158","TikTok","Post","Video","discoveringdata"," ","https://www.tiktok.com/@discoveringdata/video/7139846748482129158?utm_campaign=tt4d_open_api&utm_source=7036369194396418050","What are we talking about? #discoveringdata E040 with Jessica Talisman #taxonomy #ontology #business #data #podcast",,"","","","148","","","","","2","2","2","","","","","","","0","0","","","","","","","","","","166","","","","","","","","","0.03","0","166","0","0","0","0","","","","","","","","","10.03","E040 Jessica Talisman, episode-40"
"10/17/2022 7:47 am","17989163359541706","Instagram","Reel","Video","discovering_data","Loris Marini","https://www.instagram.com/reel/Cjyd2vYPc6n/","You could be a data therapist #discoveringdata E045 with Ashleigh Faith 🎧 Listen https://bit.ly/3SQOWnZ #datatherapy #datatranslators #business #data #podcast",,"164","164","","163","163","","","0%","0","0","0","","","","","","","0","0","0","","","","","","","","","164","164","","","","","","","","","","","","","","","","","","","","","","","","E045 - Ashleigh Faith"
"8/28/2022 5:17 pm","7136822638281837830","TikTok","Post","Video","discoveringdata"," ","https://www.tiktok.com/@discoveringdata/video/7136822638281837830?utm_campaign=tt4d_open_api&utm_source=7036369194396418050","EXAMPLES of TAXONOMIES #discoveringdata E040 with Jessica Talisman 🎧 Listen https://bit.ly/3KgXW2t #business #data #podcast #taxonomy #ontology",,"","","","143","","","","","1","1","1","","","","","","","0","0","","","","","","","","","","164","","","","","","","","","0.03","0","164","0","0","0","0","","","","","","","","","16.4","E040 Jessica Talisman, episode-40"
"8/11/2022 6:50 am","7130352684187667717","TikTok","Post","Video","discoveringdata"," ","https://www.tiktok.com/@discoveringdata/video/7130352684187667717?utm_campaign=tt4d_open_api&utm_source=7036369194396418050","What’s MDM? #discoveringdata E010 with Scott Taylor 📚 Author: Telling Your Data Story #business #data #podcast",,"","","","155","","","","","1","1","1","","","","","","","0","0","","","","","","","","","","164","","","","","","","","","0.0061","2","158","0","3","0","1","","","","","","","","","4.47","episode-10"
"9/3/2022 8:32 pm","7139099425183517958","TikTok","Post","Video","discoveringdata"," ","https://www.tiktok.com/@discoveringdata/video/7139099425183517958?utm_campaign=tt4d_open_api&utm_source=7036369194396418050","The GRAPH of your company’s KNOWLEDGE #discoveringdata E040 with Jessica Talisman #business #data #podcast #taxonomy #ontology",,"","","","140","","","","","1","1","1","","","","","","","0","0","","","","","","","","","","161","","","","","","","","","0.02","0","161","0","0","0","0","","","","","","","","","6.55","E040 Jessica Talisman, episode-40"
"7/30/2022 1:38 pm","7126004771344911621","TikTok","Post","Video","discoveringdata"," ","https://www.tiktok.com/@discoveringdata/video/7126004771344911621?utm_campaign=tt4d_open_api&utm_source=7036369194396418050","The one thing to remember | E038 #discoveringdata with Ole Olesen-Bagneux 📚 Author The Enterprise Data Catalog #business #data #podcast",,"","","","141","","","","","1","1","1","","","","","","","0","0","","","","","","","","","","161","","","","","","","","","0.01","0","161","0","0","0","0","","","","","","","","","4.34","brand, episode 038"
"9/4/2022 6:22 pm","7139437002834939141","TikTok","Post","Video","discoveringdata"," ","https://www.tiktok.com/@discoveringdata/video/7139437002834939141?utm_campaign=tt4d_open_api&utm_source=7036369194396418050","How acronyms create SILOS #discoveringdata E040 with Jessica Talisman #taxonomy #ontology #business #data #podcast",,"","","","151","","","","","4","0","0","","","","","","","4","0","","","","","","","","","","160","","","","","","","","","0.07","0","160","0","0","0","0","","","","","","","","","9.21","E040 Jessica Talisman, episode-40"
"8/29/2022 5:42 pm","7137200180557860101","TikTok","Post","Video","discoveringdata"," ","https://www.tiktok.com/@discoveringdata/video/7137200180557860101?utm_campaign=tt4d_open_api&utm_source=7036369194396418050","VALUE, KPIs, and USE CASES #discoveringdata E039 with Bill Schmarzo @schmarzo #business #data #podcast",,"","","","145","","","","","0","0","0","","","","","","","0","0","","","","","","","","","","160","","","","","","","","","0.04","0","158","0","0","0","0","","","","","","","","","8.13","episode-39"
"8/17/2022 10:17 pm","7132818058950855942","TikTok","Post","Video","discoveringdata"," ","https://www.tiktok.com/@discoveringdata/video/7132818058950855942?utm_campaign=tt4d_open_api&utm_source=7036369194396418050","The value of HEURISTICS #discoveringdata E039 with Bill Schmarzo 👨‍🎓 The Dean of Big Data #business #data #podcast",,"","","","144","","","","","4","4","4","","","","","","","0","0","","","","","","","","","","160","","","","","","","","","0.02","0","160","0","0","0","0","","","","","","","","","7.79","channels-cross-promotion"
"10/15/2022 6:59 pm","7154645587772607750","TikTok","Post","Video","discoveringdata","Loris Marini","https://www.tiktok.com/@discoveringdata/video/7154645587772607750?utm_campaign=tt4d_open_api&utm_source=7036369194396418050","Let me repeat that back to you #discoveringdata E045 with Ashleigh Faith 🎧 Listen https://bit.ly/3SQOWnZ #datatherapy #datatranslators #podcast",,"","","","146","","","","","16","16","16","","","","","","","0","0","","","","","","","","","","159","","","","","","","","","0.19","0","157","0","1","0","1","","","","","","","","","28.48","E045 - Ashleigh Faith"
"8/10/2022 8:34 pm","7130193927629507846","TikTok","Post","Video","discoveringdata"," ","https://www.tiktok.com/@discoveringdata/video/7130193927629507846?utm_campaign=tt4d_open_api&utm_source=7036369194396418050","We HUNT for problems #discoveringdata E029 with Brian T. O’Neill 🎙 DATA-UX #business #data #podcast #shorts",,"","","","130","","","","","0","0","0","","","","","","","0","0","","","","","","","","","","159","","","","","","","","","0.0063","0","157","0","1","0","1","","","","","","","","","3.96","episode-29"
"10/20/2022 4:33 pm","7156463352640818437","TikTok","Post","Video","discoveringdata","Loris Marini","https://www.tiktok.com/@discoveringdata/video/7156463352640818437?utm_campaign=tt4d_open_api&utm_source=7036369194396418050","Why your data doesn’t scale #discoveringdata E046 with Chad Sanderson 🎧 Listen https://bit.ly/3eeykaZ #datawarehouse #datastrategy #podcast",,"","","","145","","","","","0","0","0","","","","","","","0","0","","","","","","","","","","158","","","","","","","","","0.24","0","156","0","1","0","1","","","","","","","","","16.11","E046 Chad Sanderson"
"9/18/2022 5:41 pm","05p-x58gcAo","YouTube","Post","Video","Data Foundations","Loris Marini","https://www.youtube.com/watch?v=05p-x58gcAo","Tech debt in data means $$$ #discoveringdata E042 with Salma Bakouk 🎧 Listen https://bit.ly/3cNR6Fo #dataobservability #dataquality #business #data #podcast",,"","","","","","","","","6","6","3","3","","","","","","0","0","","","0","","","","1","0","0","158","","","","","","","","","","","","","","","","47","","","","","0","0","0","","E042-E043 Salma Bakouk"
"8/12/2022 12:30 pm","17913563795604195","Instagram","Reel","Video","discovering_data","Loris Marini","https://www.instagram.com/reel/ChJIqKbsxNH/","The TOP lesson for me — Bill Schmarzo: speak the Language of the Business #discoveringdata E039 The Dean of Big Data 👨‍🎓

#business #data #podcast",,"157","157","","158","158","","","3.82%","6","5","5","","","","","","","1","0","0","","","","","","","","","157","157","","","","","","","","","","","","","","","","","","","","","","","","episode-39"
"10/10/2022 5:55 pm","7152773618970283270","TikTok","Post","Video","discoveringdata","Loris Marini","https://www.tiktok.com/@discoveringdata/video/7152773618970283270?utm_campaign=tt4d_open_api&utm_source=7036369194396418050","What’s data therapy? #discoveringdata E045 with Ashleigh Faith 🎧 Listen https://bit.ly/3SQOWnZ #datatherapy #datatranslators #business #data #podcast",,"","","","139","","","","","1","1","1","","","","","","","0","0","","","","","","","","","","156","","","","","","","","","0.05","1","153","0","1","0","1","","","","","","","","","11.09","E045 - Ashleigh Faith"
"10/24/2022 8:50 pm","7158013971486772485","TikTok","Post","Video","discoveringdata","Loris Marini","https://www.tiktok.com/@discoveringdata/video/7158013971486772485?utm_campaign=tt4d_open_api&utm_source=7036369194396418050","10 - What's missing in your data warehouse #discoveringdata E046 with Chad Sanderson 🎧 Listen https://bit.ly/3eeykaZ #datawarehouse #podcast",,"","","","145","","","","","5","5","5","","","","","","","0","0","","","","","","","","","","155","","","","","","","","","0.18","0","155","0","0","0","0","","","","","","","","","13.49","E046 Chad Sanderson"
"8/15/2022 11:23 pm","SytLleauc-w","YouTube","Post","Video","Data Foundations","Loris Marini","https://www.youtube.com/watch?v=SytLleauc-w","Why This episode? Bill Schmarzo: speak the Language of the Business #discoveringdata E039 with 👨‍🎓 The Dean of Big Data

#business #data #podcast",,"","","","","","","","","3","2","0","2","","","","","","0","1","","","0","","","","1","0","0","155","","","","","","","","","","","","","","","","32","","","","","0","0","0","","episode-39"
"7/29/2022 4:12 pm","7125673345365953797","TikTok","Post","Video","discoveringdata"," ","https://www.tiktok.com/@discoveringdata/video/7125673345365953797?utm_campaign=tt4d_open_api&utm_source=7036369194396418050","Why listen to E038 of Discovering Data? #discoveringdata E038 with Ole Olesen-Bagneux 📚 Author The Enterprise Data Catalog#business #data #podcast",,"","","","134","","","","","4","4","4","","","","","","","0","0","","","","","","","","","","155","","","","","","","","","0.02","0","152","0","2","0","1","","","","","","","","","26","brand, episode 038"
"9/8/2022 6:17 pm","7140920097744391430","TikTok","Post","Video","discoveringdata"," ","https://www.tiktok.com/@discoveringdata/video/7140920097744391430?utm_campaign=tt4d_open_api&utm_source=7036369194396418050","Observability in data engineering #discoveringdata E042 with Salma Bakouk #dataobservability #dataquality #business #data #podcast",,"","","","139","","","","","0","0","0","","","","","","","0","0","","","","","","","","","","154","","","","","","","","","0.03","0","153","0","0","0","0","","","","","","","","","11.07","E042-E043 Salma Bakouk, episode-042"
"8/30/2022 6:29 pm","7137583388499709189","TikTok","Post","Video","discoveringdata"," ","https://www.tiktok.com/@discoveringdata/video/7137583388499709189?utm_campaign=tt4d_open_api&utm_source=7036369194396418050","COMPETING for FUNDING #discoveringdata E039 with Bill Schmarzo #business #data #podcast @schmarzo",,"","","","147","","","","","2","2","2","","","","","","","0","0","","","","","","","","","","153","","","","","","","","","0.04","0","150","0","0","0","1","","","","","","","","","6.38","episode-39"
"8/20/2022 12:10 am","qTbYamwwc_s","YouTube","Post","Video","Data Foundations","Loris Marini","https://www.youtube.com/watch?v=qTbYamwwc_s","The business DOES NOT CARE about DATA #discoveringdata E039 with Bill Schmarzo @schmarzo #business #data #podcast 👉 https://bit.ly/3vWohNk",,"","","","","","","","","0","0","0","0","","","","","","0","0","","","0","","","","2","0","0","153","","","","","","","","","","","","","","","","54","","","","","0","0","0","","episode-39"
"7/25/2022 3:41 pm","7124181013072317702","TikTok","Post","Video","discoveringdata"," ","https://www.tiktok.com/@discoveringdata/video/7124181013072317702?utm_campaign=tt4d_open_api&utm_source=7036369194396418050","Where is the data? #discoveringdata E038 with Ole Olesen-Bagneux #shorts 📚 Author The Enterprise Data Catalog #business #data #podcast",,"","","","135","","","","","1","1","1","","","","","","","0","0","","","","","","","","","","153","","","","","","","","","0.0067","0","150","0","2","0","1","","","","","","","","","30","episode 038, personal"
"10/27/2022 4:27 pm","7159059420800912646","TikTok","Post","Video","discoveringdata","Loris Marini","https://www.tiktok.com/@discoveringdata/video/7159059420800912646?utm_campaign=tt4d_open_api&utm_source=7036369194396418050","16 - What's missing in your data warehouse #discoveringdata E046 with Chad Sanderson 🎧 Listen https://bit.ly/3eeykaZ #datawarehouse #podcast",,"","","","148","","","","","2","2","2","","","","","","","0","0","","","","","","","","","","152","","","","","","","","","0.19","0","152","0","0","0","0","","","","","","","","","14.01","E046 Chad Sanderson"
"10/21/2022 10:51 pm","7156931858276633861","TikTok","Post","Video","discoveringdata","Loris Marini","https://www.tiktok.com/@discoveringdata/video/7156931858276633861?utm_campaign=tt4d_open_api&utm_source=7036369194396418050","Our data was a mess #discoveringdata E046 with Chad Sanderson 🎧 Listen https://bit.ly/3eeykaZ #datawarehouse #datastrategy #podcast",,"","","","145","","","","","3","2","2","","","","","","","0","1","","","","","","","","","","152","","","","","","","","","0.15","0","150","0","1","0","1","","","","","","","","","10.06","E046 Chad Sanderson"
